274881	213168	160112	121738	88483	47232	69302	219387	329604	443613	405998	341787	328653	312029	305511	293482	247296	210022	263800	308885	320975	330021	334482	320656
4	2	2	1	1	0	0	0	1	3	5	0	1	0	3	3	1	2	3	2	0	0	1	3
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
628895	455910	358378	270627	179215	89247	134823	332993	518693	584349	568420	544827	563673	570593	570716	582417	544754	511138	673768	787564	823499	835501	859810	796021
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6373	5177	4097	3382	2930	2108	985	1120	1250	1153	1147	1273	1691	1927	2095	2546	2629	2597	3497	4328	5217	6102	6726	6785
619902	408201	276333	189215	128898	82656	158571	404191	668382	741552	813125	902594	964422	978560	964991	1038371	992484	900297	1098922	1198957	1093929	989149	978742	860276
311	184	151	117	85	131	398	954	1745	2249	2212	2393	2254	2248	2305	2593	2643	1807	1703	1545	1021	840	599	414
148074	119408	91246	69469	58625	43061	50670	115740	156989	141038	130693	128524	128577	134783	138845	148245	150742	151537	173708	174737	167746	165249	165857	162694
4753	4635	3706	2979	2715	2426	1963	2112	3715	3657	2838	2786	2701	2744	2905	3242	3293	3250	3898	3927	4042	4034	4080	4273
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	8	3	6	6	12	24	43	56	76	77	97	117	92	108	110	79	58	48	46	30	13	15	16
79	82	64	42	32	37	15	39	50	71	50	39	63	72	58	78	98	115	118	108	80	78	78	68
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9464	9038	7146	5393	4447	3480	1962	1863	2330	2654	2754	2973	2975	3393	3598	4082	4679	5053	5378	6206	6783	7264	8080	8932
3	2	0	0	1	0	0	0	0	2	0	0	0	2	0	1	3	0	2	0	1	1	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	3	3	4	3	1	2	2	1	2	5	4	3	2	6	8	10	5	5	3	5	6	6	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	4	6	3	7	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	2	1	1	8	0	1	1	1	5	0	4	2	2	3	1	3	3	4	0	4	6	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	25	19	8	16	13	27	29	28	45	41	35	33	53	52	51	62	59	68	141	163	101	48	29
5	1	3	2	2	29	3	2	2	2	3	4	4	4	7	9	4	13	9	12	6	10	9	10
4	2	4	4	2	5	2	1	4	32	38	13	22	21	25	24	32	7	7	1	8	0	1	2
1	4	1	0	2	1	1	0	0	2	5	3	2	10	9	4	7	6	5	6	5	4	6	5
204092	197641	164828	126115	102720	72004	41952	43170	59597	67347	66846	67283	69212	70841	76901	83000	88605	95154	112593	127805	138491	151504	167226	188441
5	7	2	0	0	1	1	3	1	1	1	0	4	3	4	0	4	4	10	3	3	6	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9162	7542	5430	3689	2989	2705	2138	2268	2369	2682	2987	3172	3287	3730	4307	5327	6131	6519	7170	8223	8295	8715	9014	9427
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1519	1333	961	701	522	464	490	493	442	439	417	496	478	642	680	776	800	860	782	999	1035	1124	1242	1422
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	57	72	47	41	27	19	16	3	13	16	7	15	12	36	16	27	30	22	21	25	19	30	44
6	12	7	2	5	1	2	1	2	4	2	3	3	3	7	7	8	6	14	21	11	7	15	6
97	84	51	45	34	25	15	12	12	26	9	15	22	34	33	46	46	44	69	91	78	97	113	102
8114	3718	2216	2753	10979	41663	71196	80282	61004	54597	53535	47954	56874	66969	80513	98124	104480	93056	81841	78604	57466	33877	21676	13199
0	0	0	0	0	3	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	2	3	1
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	6	6	3	2	2	1	1	3	3	1	1	1	2	4	4	5	1	3	3	2	2	3	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1
7	3	3	4	3	4	6	3	5	14	17	24	33	32	39	49	31	22	12	14	10	6	6	7
0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1279	1195	1033	772	557	468	269	343	320	365	384	369	331	327	330	417	395	338	396	451	627	839	1031	1145
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1163	1014	748	670	525	324	232	248	222	272	272	270	276	291	318	327	355	361	387	476	613	871	1126	1252
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568	570	398	327	252	143	97	64	61	72	89	101	79	98	87	119	115	112	174	202	239	376	531	535
1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	20	19	9	4	12	5	12	12	16	13	10	17	16	18	16	7	14	17	17	21	21	26	33
8165	7083	5655	4440	3579	2845	1649	1966	3589	4002	3205	3127	3189	3549	4019	4638	5193	5932	7646	8507	7694	6906	7286	7721
112168	108659	92327	73493	59628	36323	15025	13331	14463	15018	15810	18154	20900	22683	24784	29293	34069	38274	48036	56741	62644	70741	83132	98863
7088	6709	5735	4968	4323	3233	1686	1362	1361	1406	1295	1384	1553	1633	1834	2123	2175	2419	2690	3347	3586	4639	5586	6402
47336	49848	47912	40763	40478	28339	14056	11193	12769	14945	16322	18835	20550	22820	25790	29761	31706	34296	38207	41610	42743	42526	41438	41494
361	321	294	276	275	282	255	409	431	392	325	320	255	301	285	297	281	267	274	282	272	333	351	363
8032	6800	5373	4235	3697	2806	1854	3137	5286	5159	4142	3962	4213	4507	4983	5712	6030	6522	7314	7521	7522	7428	7553	7481
77639	70336	53704	37748	27070	14937	7372	7983	9026	10381	11294	12942	14665	15658	17121	19565	22362	24870	31387	40029	46235	52837	62728	72989
67723	66382	60414	49535	47363	34534	17007	14896	19674	21408	22356	22886	24445	26285	29851	34770	38101	42541	48415	54606	56103	58364	60353	63005
539451	413611	289549	191184	121633	53747	59903	113871	238508	398213	474882	497187	544202	563747	540046	517951	470143	439315	595531	781023	833132	761530	672222	611885
10954	9601	7819	6351	5490	4649	2775	2827	5814	6367	5635	5296	5587	5965	6511	7302	8069	8225	9514	9894	9890	9951	10157	10372
35823	36763	32413	26386	23256	17462	8166	5859	6263	5995	6279	6929	7496	8818	10299	11850	13569	14953	19085	23139	25645	27570	29220	31736
18057	14599	9857	6315	4834	4474	3584	4360	6570	7793	8408	8355	8171	8429	8962	10495	11918	12573	14281	15953	16234	15956	17132	18437
9831	9631	7735	6258	5512	4748	2572	2596	2772	3000	3026	3308	3265	3577	3749	4569	5218	5573	6338	7609	7950	7840	8705	9325
112785	104955	89963	71646	60717	47695	29887	29326	42480	51966	48167	45747	45728	45825	49085	53057	54991	57705	69491	76696	84474	92674	100474	107091
9349	9319	7945	6338	5791	4154	2075	2232	2337	2339	2178	2485	2791	2897	3258	3699	4357	4799	5891	6790	6840	7379	7845	8535
666653	498359	361244	272167	199445	112454	141197	258592	391767	578771	641459	603941	629880	626604	629636	622999	573115	526113	701879	834394	847044	776644	747113	730650
908424	639658	417143	293860	225114	181128	460563	1196214	1581021	1777080	1685239	1572678	1629927	1602532	1617564	1571018	1398797	1197826	1413238	1594307	1511685	1292075	1225742	1114876
5875	5083	4274	3467	3299	2991	1538	1594	2143	2209	2053	2048	2220	2319	2553	2953	3214	3306	3775	3949	4176	4355	4738	5489
131196	102499	70102	44803	29913	15954	10866	17397	28646	35721	37029	41174	45621	48135	50531	58244	63664	68313	89294	111409	121417	123586	133974	139813
15307	15043	12137	9126	7480	5734	2908	3286	3714	3502	3445	3812	4226	4619	4830	5335	6153	6673	7784	9427	10205	11243	12457	13971
36332	29802	22367	16039	12429	8477	5180	6064	9394	11755	11320	12061	13118	14863	16620	19111	21462	23010	25740	30355	32207	34288	37149	37128
10315	9399	7843	6570	5990	5304	3379	4253	6845	8065	6775	5966	5985	6327	6608	7395	8018	7930	9009	9415	9012	9119	9475	10293
3746	3081	2404	1807	1587	1281	963	1186	1999	2454	2014	1893	2052	2156	2353	2625	2954	2779	2909	3361	3319	3100	3291	3499
13676	12586	9990	7598	6339	4562	2718	2798	3165	3256	3144	3367	3727	4073	4470	5029	5488	5885	6429	7519	8529	9529	11137	12971
5746	5227	4281	3407	3004	2263	1689	2592	5088	5576	4698	4694	4677	4948	4969	5360	5540	5525	6280	6282	5750	5522	5780	5578
7027	6676	5152	4242	3803	2981	1787	2743	4478	5913	4701	4056	3758	3974	4100	4756	4852	4717	5411	5659	5484	5533	6044	6462
327	275	218	196	181	131	67	145	249	402	584	672	659	577	574	496	405	411	493	452	360	283	276	281
587	492	376	237	186	132	79	104	139	143	127	131	154	156	187	256	327	323	436	478	502	542	646	625
40593	37511	30083	22589	16391	10130	4892	4803	6547	7356	6811	7328	8005	8831	9593	11262	12481	14046	17998	22098	24640	27832	33055	37904
19797	18126	14426	11057	8812	5732	2714	2348	2461	2813	2677	2957	3227	3624	4042	4568	4949	5039	6588	8793	10427	12942	15998	18853
27217	26274	21212	16425	13088	9149	4343	3522	4742	4755	4491	4948	5392	5722	6304	7033	7805	8400	9807	12880	15464	17373	19857	24144
5140	4392	3672	2934	2323	1588	1080	1145	1525	1920	1950	1790	1830	1863	2089	2438	2638	3012	3142	3321	3668	4116	4737	5086
443758	303339	200548	133629	93263	57361	74412	156552	312299	363776	420173	483140	543215	570440	570248	632779	635753	617147	779113	883466	789599	690083	671297	584872
21362	19132	14875	11522	9622	7878	6594	11906	17509	16753	12283	11479	11562	12074	12415	13771	14732	15020	17145	17168	17008	16630	17070	18516
12384	11239	9238	7184	6145	4705	3133	3706	5756	5899	4959	4994	5297	5725	6054	6979	7700	8208	9332	10446	10710	11282	11614	11831
19615	16001	12626	9811	8787	6882	4909	5848	7396	10153	9892	9754	10150	10884	11573	13072	14032	14632	16163	18318	18380	18119	19349	19583
21037	17454	12967	9784	7781	5425	3612	4448	6715	8045	7251	7198	7526	7987	9237	10655	12209	13125	15296	17140	17825	18760	19976	20197
644	459	305	218	248	291	404	694	1097	1869	2065	2560	2733	2699	2055	2196	2038	1865	2451	3458	2245	1125	784	697
33671	32589	26308	19561	14835	9287	4325	4789	6110	6247	5597	5973	6641	7000	7639	9198	10277	11240	13416	16132	18129	20600	24779	29963
5028	4372	3260	2316	1679	970	581	657	1052	1594	2029	2530	2807	3063	3273	3556	3513	2977	3168	3647	3742	3546	3839	4683
36352	22892	13959	8931	6467	5335	10720	31109	64844	75350	100219	116971	118940	114661	111443	113543	99675	81815	93758	92197	71763	58844	57636	50821
310382	286502	229468	170168	128198	68719	31608	26726	30455	42447	51395	56229	63718	69855	73217	80084	83737	89831	121074	166682	200034	228934	257069	286640
62410	72589	68755	60065	50504	32053	12149	6346	5080	4752	5107	5539	6206	6920	7771	8706	9814	11163	14636	19071	22755	28255	36777	48048
3508	1626	1329	2891	21880	76926	100546	120085	114531	108021	106307	105758	117387	130121	139730	138299	134966	112671	94584	63377	28109	11422	5336	4142
8062	6090	4163	2769	1932	1605	1666	2042	2594	3393	3246	3365	3220	3578	3682	4310	5064	4955	5007	5834	6466	6774	7504	8113
94468	83712	66318	50290	39657	28290	20457	35229	43088	44462	38990	37775	38731	40707	41731	45667	45825	44328	51379	59923	66907	75441	80902	88570
13394	10991	8775	6777	5448	4117	2284	2943	6466	6631	5118	5100	5363	5720	6149	7076	7652	7529	8742	10166	11487	13320	14280	14143
110087	97290	80693	62022	48165	31029	22950	41903	88884	113621	95654	87106	87895	91057	93241	99040	100302	98099	116715	118663	110512	107819	112639	113304
128952	106460	82166	61693	49757	31482	20545	37229	65915	73088	74768	77166	80161	82834	85729	94001	102269	109958	134158	141210	139588	136789	136073	134764
22247	19309	15176	11601	9936	8180	5459	7860	13449	15291	14421	13114	14541	15816	15475	17435	18387	18660	22193	24376	22349	21041	20521	21500
517792	433350	326147	228359	149809	67209	38562	55854	89742	102898	137743	171454	219236	236377	233864	233298	226110	235143	351152	497281	578868	573686	547011	537890
181089	140980	97675	66387	47033	25827	19340	31633	57106	84834	83604	80803	82292	83903	88534	97337	101235	103131	129522	159748	168260	175944	190430	194838
16909	14442	11228	8204	6734	5645	3517	3344	4148	5366	5217	5128	4947	5536	6508	8164	9339	10319	12039	13906	14050	15071	16160	16482
233	137	100	75	87	47	31	40	43	52	86	104	114	133	151	140	157	177	223	279	273	280	279	234
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5625	4959	4304	3371	2906	2211	1276	1552	2600	3120	2996	2908	2973	3240	3414	3925	4126	4365	4793	5102	5325	5375	5561	5645
